,"T1.M1","T1.M2","T1.M3","T1.M4","T1.M5","T2.M1","T2.M2","T2.M3","T3.M1","T3.M2","T3.M3","T4.M1","T4.M2","T4.M3","T5.M1","T5.M2","T5.M3","T6.M1","T6.M2","T6.M3","T6.M4","T7.M1","T7.M2","T7.M3","T8.M1","T8.M2","T8.M3","T9.M1","T9.M2","T9.M3","T10.M1","T10.M2","T10.M3","T10.M4","T10.M5","T10.M6","T10.M7","T10.M8","T11.M1","T11.M2","T11.M3","T11.M4","T11.M5","T12.M1","T12.M2","T12.M3","T12.M4","T13.M1","T13.M2","T13.M3","T13.M4","T13.M5","T13.M6","T13.M7","T13.M8","T14.M1","T14.M2","T14.M3","T14.M4","T14.M5","T14.M6","T15.M1","T15.M2","T15.M3","T15.M4","T15.M5","T15.M6","T15.M7"
"Hymedesmia jecusculum",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0
"Hymeniacidon perlevis",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,2,0,0
"Hypereteone foliosa",0,3,3,0,0,0,0,3,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Idotea balthica",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Idotea chelipes",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Idotea granulosa",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Idotea linearis",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Idotea pelagica",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Inachus dorsettensis",3,0,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Iophon piceum",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,3,0,0
"Iphinoe trispinosa",3,3,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Ircinia oros",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,1,0,0,0,0,0,0,3,0
"Ircinia variabilis",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,1,0,0,0,0,0,0,3,0
"Isidella elongata",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3
"Jaera albifrons",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Jaera ischiosetosa",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Janua heterostropha",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
"Jassa falcata",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,1,1,2,3
"Jassa herdmani",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,1,1,2,3
"Jassa marmorata",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,1,1,2,3
"Jaxea nocturna",0,1,2,3,3,0,0,3,3,0,0,0,0,3,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0
"Jujubinus exasperatus",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0
"Jujubinus striatus",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0
"Kefersteinia cirrhata",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Kellia suborbicularis",3,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0
"Kurtiella bidentata",0,3,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0
"Kurtiella sovaliki",0,3,3,0,0,0,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0
"Lacuna pallidula",3,0,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0
"Lacuna parva",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
"Lacuna vincta",3,0,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
"Lagis koreni",0,3,3,0,0,3,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,1,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0
"Lamprops fasciatus",3,2,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Lamprops fuscatus",3,2,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Lanice conchilega",0,3,2,1,0,3,0,0,0,0,3,3,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,3,0,0,0,0,0,3,2,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,3
"Laomedea flexuosa",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0
"Laonice cirrata",0,3,2,0,0,3,0,0,0,3,0,3,0,0,3,0,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,0,0,3,2,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
"Lasaea adansoni",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0
"Lasaea rubra",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0
"Leiopathes glaberrima",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,3
"Lembos websteri",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
"Leodice harassii",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Lepas anatifera",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,0,0,3,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,3
"Lepidochitona caprearum",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
"Lepidochitona cinerea",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
"Lepidonotus squamatus",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Leptochiton asellus",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
"Leptogorgia sarmentosa",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,3
"Leptomysis gracilis",3,0,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Leptomysis lingvura",3,0,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Leptopsammia pruvoti",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,0,0,0,0,3
"Leptosynapta inhaerens",0,3,3,0,0,0,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,3,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0
"Leucon affinis",3,2,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Leucon longirostris",3,2,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Leucon macrorhinus",3,2,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Leucon nasica",3,2,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Leucon profundus",3,2,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Leucon siphonatus",3,2,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Leucosolenia variabilis",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0
"Ligia oceanica",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Limapontia capitata",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Limapontia depressa",3,0,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Lineus ruber",3,0,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Lineus viridis",3,0,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Liocarcinus depurator",3,1,0,0,0,0,0,3,3,0,0,3,0,0,0,0,3,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Liocarcinus holsatus",3,1,0,0,0,0,0,3,3,0,0,3,0,0,0,0,3,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Liocarcinus navigator",3,2,0,0,0,0,0,3,3,0,0,3,0,0,0,0,3,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Lithodes maja",3,0,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Lithophaga lithophaga",0,3,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,3,0,0,3,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3
"Littorina fabalis",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
"Littorina littorea",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0
"Littorina obtusata",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
"Littorina saxatilis",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
"Loligo forbesii",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Loligo vulgaris",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Lucinoma borealis",0,0,3,3,0,0,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0
"Lumbricillus lineatus",0,3,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Lumbricillus rivalis",0,3,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Lumbrineris latreilli",0,3,3,0,0,0,0,3,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Lutraria lutraria",0,0,0,3,0,0,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0
"Lysidice ninetta",0,3,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,0,0,0,3,3,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Lysidice unicornis",0,3,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,3,0,0,3,3,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Lysmata seticaudata",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Macoma balthica",0,3,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
"Macoma calcarea",0,3,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
"Macomangulus tenuis",0,1,3,1,0,0,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
"Macropodia rostrata",3,0,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Mactra stultorum",1,2,3,0,0,0,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0
"Madrepora oculata",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3
"Magallana gigas",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,3,0,0,0,0,3,3,0,3,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3
"Magelona alleni",0,3,1,0,0,0,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,3,1,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Magelona filiformis",0,3,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Magelona johnstoni",0,3,0,0,0,3,0,0,0,0,3,3,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
